x,y,type,walkable,biome,blockId,description
18,0,sidewalk,true,waterfront,6,"Sidewalk outside a bustling cafe."
19,0,sidewalk,true,waterfront,6,"Sidewalk outside a bustling cafe."
20,0,sidewalk,true,waterfront,6,"Sidewalk with a newspaper stand."
18,1,sidewalk,true,waterfront,6,"Sidewalk with a bike rack and a bench."
19,1,building,false,waterfront,6,"A lively coffee shop with people chatting."
20,1,sidewalk,true,waterfront,6,"Sidewalk outside a bustling cafe."
18,2,sidewalk,true,waterfront,6,"Sidewalk outside a bustling cafe."
19,2,sidewalk,true,waterfront,6,"Sidewalk with a bike rack and a bench."
20,2,sidewalk,true,waterfront,6,"Sidewalk with a bike rack and a bench."
21,0,sidewalk,true,waterfront,7,"You are on a busy sidewalk in front of a shop."
22,0,sidewalk,true,waterfront,7,"Sidewalk with a newspaper stand."
23,0,sidewalk,true,waterfront,7,"Sidewalk with a newspaper stand."
21,1,sidewalk,true,waterfront,7,"Sidewalk with a bike rack and a bench."
22,1,building,false,waterfront,7,"A lively coffee shop with people chatting."
23,1,sidewalk,true,waterfront,7,"Sidewalk with a newspaper stand."
21,2,sidewalk,true,waterfront,7,"Sidewalk with a newspaper stand."
22,2,sidewalk,true,waterfront,7,"You are on a busy sidewalk in front of a shop."
23,2,sidewalk,true,waterfront,7,"Sidewalk with a newspaper stand."
24,0,sidewalk,true,waterfront,8,"Sidewalk with a bike rack and a bench."
25,0,sidewalk,true,waterfront,8,"Sidewalk with a bike rack and a bench."
26,0,sidewalk,true,waterfront,8,"You are on a busy sidewalk in front of a shop."
24,1,sidewalk,true,waterfront,8,"Sidewalk with a bike rack and a bench."
25,1,building,false,waterfront,8,"A cozy bakery with the smell of fresh bread."
26,1,sidewalk,true,waterfront,8,"Sidewalk with a bike rack and a bench."
24,2,sidewalk,true,waterfront,8,"You are on a busy sidewalk in front of a shop."
25,2,sidewalk,true,waterfront,8,"Sidewalk with a newspaper stand."
26,2,sidewalk,true,waterfront,8,"You are on a busy sidewalk in front of a shop."
27,0,sidewalk,true,waterfront,9,"A quiet sidewalk lined with trees."
28,0,sidewalk,true,waterfront,9,"A quiet sidewalk lined with trees."
29,0,sidewalk,true,waterfront,9,"Sidewalk with a newspaper stand."
27,1,sidewalk,true,waterfront,9,"Sidewalk with a bike rack and a bench."
28,1,building,false,waterfront,9,"You are inside a bustling apartment building."
29,1,sidewalk,true,waterfront,9,"Sidewalk outside a bustling cafe."
27,2,sidewalk,true,waterfront,9,"You are on a busy sidewalk in front of a shop."
28,2,sidewalk,true,waterfront,9,"Sidewalk with a newspaper stand."
29,2,sidewalk,true,waterfront,9,"A quiet sidewalk lined with trees."
30,0,sidewalk,true,waterfront,10,"A quiet sidewalk lined with trees."
31,0,sidewalk,true,waterfront,10,"Sidewalk with a bike rack and a bench."
32,0,sidewalk,true,waterfront,10,"You are on a busy sidewalk in front of a shop."
30,1,sidewalk,true,waterfront,10,"Sidewalk with a newspaper stand."
31,1,building,false,waterfront,10,"You are inside a bustling apartment building."
32,1,sidewalk,true,waterfront,10,"A quiet sidewalk lined with trees."
30,2,sidewalk,true,waterfront,10,"Sidewalk with a bike rack and a bench."
31,2,sidewalk,true,waterfront,10,"A quiet sidewalk lined with trees."
32,2,sidewalk,true,waterfront,10,"Sidewalk outside a bustling cafe."
33,0,sidewalk,true,waterfront,11,"Sidewalk with a newspaper stand."
34,0,sidewalk,true,waterfront,11,"You are on a busy sidewalk in front of a shop."
35,0,sidewalk,true,waterfront,11,"You are on a busy sidewalk in front of a shop."
33,1,sidewalk,true,waterfront,11,"Sidewalk with a bike rack and a bench."
34,1,building,false,waterfront,11,"A small grocery store packed with goods."
35,1,sidewalk,true,waterfront,11,"Sidewalk outside a bustling cafe."
33,2,sidewalk,true,waterfront,11,"A quiet sidewalk lined with trees."
34,2,sidewalk,true,waterfront,11,"Sidewalk with a bike rack and a bench."
35,2,sidewalk,true,waterfront,11,"You are on a busy sidewalk in front of a shop."
36,0,sidewalk,true,waterfront,12,"Sidewalk with a newspaper stand."
37,0,sidewalk,true,waterfront,12,"You are on a busy sidewalk in front of a shop."
38,0,sidewalk,true,waterfront,12,"Sidewalk with a bike rack and a bench."
36,1,sidewalk,true,waterfront,12,"Sidewalk outside a bustling cafe."
37,1,building,false,waterfront,12,"A lively coffee shop with people chatting."
38,1,sidewalk,true,waterfront,12,"Sidewalk outside a bustling cafe."
36,2,sidewalk,true,waterfront,12,"Sidewalk outside a bustling cafe."
37,2,sidewalk,true,waterfront,12,"Sidewalk outside a bustling cafe."
38,2,sidewalk,true,waterfront,12,"A quiet sidewalk lined with trees."
0,3,sidewalk,true,industrial,13,"Sidewalk with a bike rack and a bench."
1,3,sidewalk,true,industrial,13,"You are on a busy sidewalk in front of a shop."
2,3,sidewalk,true,industrial,13,"You are on a busy sidewalk in front of a shop."
0,4,sidewalk,true,industrial,13,"Sidewalk with a bike rack and a bench."
1,4,building,false,industrial,13,"A lively coffee shop with people chatting."
2,4,sidewalk,true,industrial,13,"Sidewalk with a newspaper stand."
0,5,sidewalk,true,industrial,13,"You are on a busy sidewalk in front of a shop."
1,5,sidewalk,true,industrial,13,"A quiet sidewalk lined with trees."
2,5,sidewalk,true,industrial,13,"Sidewalk outside a bustling cafe."
3,3,sidewalk,true,residential,14,"Sidewalk with a bike rack and a bench."
4,3,sidewalk,true,residential,14,"Sidewalk outside a bustling cafe."
5,3,sidewalk,true,residential,14,"Sidewalk with a bike rack and a bench."
3,4,sidewalk,true,residential,14,"A quiet sidewalk lined with trees."
4,4,building,false,residential,14,"A cozy bakery with the smell of fresh bread."
5,4,sidewalk,true,residential,14,"Sidewalk with a bike rack and a bench."
3,5,sidewalk,true,residential,14,"Sidewalk outside a bustling cafe."
4,5,sidewalk,true,residential,14,"Sidewalk outside a bustling cafe."
5,5,sidewalk,true,residential,14,"Sidewalk with a bike rack and a bench."
6,3,sidewalk,true,residential,15,"Sidewalk with a newspaper stand."
7,3,sidewalk,true,residential,15,"Sidewalk outside a bustling cafe."
8,3,sidewalk,true,residential,15,"Sidewalk with a bike rack and a bench."
6,4,sidewalk,true,residential,15,"Sidewalk with a bike rack and a bench."
7,4,building,false,residential,15,"You are inside a bustling apartment building."
8,4,sidewalk,true,residential,15,"Sidewalk outside a bustling cafe."
6,5,sidewalk,true,residential,15,"A quiet sidewalk lined with trees."
7,5,sidewalk,true,residential,15,"A quiet sidewalk lined with trees."
8,5,sidewalk,true,residential,15,"A quiet sidewalk lined with trees."
9,3,sidewalk,true,residential,16,"A quiet sidewalk lined with trees."
10,3,sidewalk,true,residential,16,"Sidewalk with a newspaper stand."
11,3,sidewalk,true,residential,16,"You are on a busy sidewalk in front of a shop."
9,4,sidewalk,true,residential,16,"Sidewalk with a newspaper stand."
10,4,building,false,residential,16,"A quiet office space with large windows."
11,4,sidewalk,true,residential,16,"You are on a busy sidewalk in front of a shop."
9,5,sidewalk,true,residential,16,"Sidewalk with a bike rack and a bench."
10,5,sidewalk,true,residential,16,"Sidewalk with a newspaper stand."
11,5,sidewalk,true,residential,16,"A quiet sidewalk lined with trees."
12,3,sidewalk,true,residential,17,"A quiet sidewalk lined with trees."
13,3,sidewalk,true,residential,17,"Sidewalk with a bike rack and a bench."
14,3,sidewalk,true,residential,17,"You are on a busy sidewalk in front of a shop."
12,4,sidewalk,true,residential,17,"You are on a busy sidewalk in front of a shop."
13,4,building,false,residential,17,"A small grocery store packed with goods."
14,4,sidewalk,true,residential,17,"A quiet sidewalk lined with trees."
12,5,sidewalk,true,residential,17,"Sidewalk with a newspaper stand."
13,5,sidewalk,true,residential,17,"Sidewalk with a bike rack and a bench."
14,5,sidewalk,true,residential,17,"You are on a busy sidewalk in front of a shop."
15,3,sidewalk,true,residential,18,"A quiet sidewalk lined with trees."
16,3,sidewalk,true,residential,18,"You are on a busy sidewalk in front of a shop."
17,3,sidewalk,true,residential,18,"Sidewalk outside a bustling cafe."
15,4,sidewalk,true,residential,18,"Sidewalk with a bike rack and a bench."
16,4,building,false,residential,18,"You are inside a bustling apartment building."
17,4,sidewalk,true,residential,18,"Sidewalk with a newspaper stand."
15,5,sidewalk,true,residential,18,"Sidewalk outside a bustling cafe."
16,5,sidewalk,true,residential,18,"Sidewalk outside a bustling cafe."
17,5,sidewalk,true,residential,18,"Sidewalk with a bike rack and a bench."
18,3,sidewalk,true,residential,19,"Sidewalk with a bike rack and a bench."
19,3,sidewalk,true,residential,19,"A quiet sidewalk lined with trees."
20,3,sidewalk,true,residential,19,"Sidewalk with a bike rack and a bench."
18,4,sidewalk,true,residential,19,"Sidewalk outside a bustling cafe."
19,4,building,false,residential,19,"A quiet office space with large windows."
20,4,sidewalk,true,residential,19,"Sidewalk with a bike rack and a bench."
18,5,sidewalk,true,residential,19,"Sidewalk with a bike rack and a bench."
19,5,sidewalk,true,residential,19,"You are on a busy sidewalk in front of a shop."
20,5,sidewalk,true,residential,19,"Sidewalk with a newspaper stand."
21,3,sidewalk,true,residential,20,"Sidewalk with a newspaper stand."
22,3,sidewalk,true,residential,20,"A quiet sidewalk lined with trees."
23,3,sidewalk,true,residential,20,"You are on a busy sidewalk in front of a shop."
21,4,sidewalk,true,residential,20,"Sidewalk with a newspaper stand."
22,4,building,false,residential,20,"A lively coffee shop with people chatting."
23,4,sidewalk,true,residential,20,"Sidewalk with a newspaper stand."
21,5,sidewalk,true,residential,20,"You are on a busy sidewalk in front of a shop."
22,5,sidewalk,true,residential,20,"Sidewalk with a newspaper stand."
23,5,sidewalk,true,residential,20,"Sidewalk with a newspaper stand."
24,3,sidewalk,true,residential,21,"Sidewalk outside a bustling cafe."
25,3,sidewalk,true,residential,21,"You are on a busy sidewalk in front of a shop."
26,3,sidewalk,true,residential,21,"A quiet sidewalk lined with trees."
24,4,sidewalk,true,residential,21,"Sidewalk outside a bustling cafe."
25,4,building,false,residential,21,"A cozy bakery with the smell of fresh bread."
26,4,sidewalk,true,residential,21,"Sidewalk with a bike rack and a bench."
24,5,sidewalk,true,residential,21,"You are on a busy sidewalk in front of a shop."
25,5,sidewalk,true,residential,21,"Sidewalk with a bike rack and a bench."
26,5,sidewalk,true,residential,21,"A quiet sidewalk lined with trees."
27,3,sidewalk,true,residential,22,"Sidewalk outside a bustling cafe."
28,3,sidewalk,true,residential,22,"A quiet sidewalk lined with trees."
29,3,sidewalk,true,residential,22,"You are on a busy sidewalk in front of a shop."
27,4,sidewalk,true,residential,22,"A quiet sidewalk lined with trees."
28,4,building,false,residential,22,"A quiet office space with large windows."
29,4,sidewalk,true,residential,22,"Sidewalk with a newspaper stand."
27,5,sidewalk,true,residential,22,"Sidewalk with a newspaper stand."
28,5,sidewalk,true,residential,22,"You are on a busy sidewalk in front of a shop."
29,5,sidewalk,true,residential,22,"Sidewalk with a newspaper stand."
30,3,sidewalk,true,residential,23,"Sidewalk outside a bustling cafe."
31,3,sidewalk,true,residential,23,"You are on a busy sidewalk in front of a shop."
32,3,sidewalk,true,residential,23,"A quiet sidewalk lined with trees."
30,4,sidewalk,true,residential,23,"You are on a busy sidewalk in front of a shop."
31,4,building,false,residential,23,"A cozy bakery with the smell of fresh bread."
32,4,sidewalk,true,residential,23,"Sidewalk with a newspaper stand."
30,5,sidewalk,true,residential,23,"Sidewalk outside a bustling cafe."
31,5,sidewalk,true,residential,23,"Sidewalk with a bike rack and a bench."
32,5,sidewalk,true,residential,23,"Sidewalk outside a bustling cafe."
33,3,sidewalk,true,residential,24,"Sidewalk with a bike rack and a bench."
34,3,sidewalk,true,residential,24,"A quiet sidewalk lined with trees."
35,3,sidewalk,true,residential,24,"You are on a busy sidewalk in front of a shop."
33,4,sidewalk,true,residential,24,"You are on a busy sidewalk in front of a shop."
34,4,building,false,residential,24,"A quiet office space with large windows."
35,4,sidewalk,true,residential,24,"A quiet sidewalk lined with trees."
33,5,sidewalk,true,residential,24,"Sidewalk outside a bustling cafe."
34,5,sidewalk,true,residential,24,"Sidewalk with a newspaper stand."
35,5,sidewalk,true,residential,24,"You are on a busy sidewalk in front of a shop."
36,3,sidewalk,true,industrial,25,"Sidewalk with a bike rack and a bench."
37,3,sidewalk,true,industrial,25,"Sidewalk outside a bustling cafe."
38,3,sidewalk,true,industrial,25,"A quiet sidewalk lined with trees."
36,4,sidewalk,true,industrial,25,"Sidewalk outside a bustling cafe."
37,4,building,false,industrial,25,"A lively coffee shop with people chatting."
38,4,sidewalk,true,industrial,25,"Sidewalk with a newspaper stand."
36,5,sidewalk,true,industrial,25,"Sidewalk with a newspaper stand."
37,5,sidewalk,true,industrial,25,"Sidewalk with a newspaper stand."
38,5,sidewalk,true,industrial,25,"Sidewalk with a bike rack and a bench."
0,6,sidewalk,true,industrial,26,"A quiet sidewalk lined with trees."
1,6,sidewalk,true,industrial,26,"You are on a busy sidewalk in front of a shop."
2,6,sidewalk,true,industrial,26,"Sidewalk outside a bustling cafe."
0,7,sidewalk,true,industrial,26,"A quiet sidewalk lined with trees."
1,7,building,false,industrial,26,"A cozy bakery with the smell of fresh bread."
2,7,sidewalk,true,industrial,26,"A quiet sidewalk lined with trees."
0,8,sidewalk,true,industrial,26,"Sidewalk with a newspaper stand."
1,8,sidewalk,true,industrial,26,"Sidewalk with a newspaper stand."
2,8,sidewalk,true,industrial,26,"Sidewalk with a bike rack and a bench."
3,6,sidewalk,true,residential,27,"Sidewalk with a bike rack and a bench."
4,6,sidewalk,true,residential,27,"Sidewalk outside a bustling cafe."
5,6,sidewalk,true,residential,27,"Sidewalk outside a bustling cafe."
3,7,sidewalk,true,residential,27,"Sidewalk with a bike rack and a bench."
4,7,building,false,residential,27,"A lively coffee shop with people chatting."
5,7,sidewalk,true,residential,27,"Sidewalk with a bike rack and a bench."
3,8,sidewalk,true,residential,27,"You are on a busy sidewalk in front of a shop."
4,8,sidewalk,true,residential,27,"Sidewalk with a newspaper stand."
5,8,sidewalk,true,residential,27,"A quiet sidewalk lined with trees."
6,6,sidewalk,true,residential,28,"Sidewalk with a bike rack and a bench."
7,6,sidewalk,true,residential,28,"Sidewalk outside a bustling cafe."
8,6,sidewalk,true,residential,28,"Sidewalk outside a bustling cafe."
6,7,sidewalk,true,residential,28,"Sidewalk with a bike rack and a bench."
7,7,building,false,residential,28,"A cozy bakery with the smell of fresh bread."
8,7,sidewalk,true,residential,28,"You are on a busy sidewalk in front of a shop."
6,8,sidewalk,true,residential,28,"You are on a busy sidewalk in front of a shop."
7,8,sidewalk,true,residential,28,"A quiet sidewalk lined with trees."
8,8,sidewalk,true,residential,28,"A quiet sidewalk lined with trees."
9,6,sidewalk,true,residential,29,"Sidewalk with a bike rack and a bench."
10,6,sidewalk,true,residential,29,"Sidewalk with a bike rack and a bench."
11,6,sidewalk,true,residential,29,"Sidewalk with a newspaper stand."
9,7,sidewalk,true,residential,29,"Sidewalk with a bike rack and a bench."
10,7,building,false,residential,29,"A quiet office space with large windows."
11,7,sidewalk,true,residential,29,"Sidewalk outside a bustling cafe."
9,8,sidewalk,true,residential,29,"Sidewalk outside a bustling cafe."
10,8,sidewalk,true,residential,29,"Sidewalk with a newspaper stand."
11,8,sidewalk,true,residential,29,"You are on a busy sidewalk in front of a shop."
12,6,sidewalk,true,residential,30,"You are on a busy sidewalk in front of a shop."
13,6,sidewalk,true,residential,30,"Sidewalk with a newspaper stand."
14,6,sidewalk,true,residential,30,"You are on a busy sidewalk in front of a shop."
12,7,sidewalk,true,residential,30,"You are on a busy sidewalk in front of a shop."
13,7,building,false,residential,30,"You are inside a bustling apartment building."
14,7,sidewalk,true,residential,30,"Sidewalk with a bike rack and a bench."
12,8,sidewalk,true,residential,30,"Sidewalk outside a bustling cafe."
13,8,sidewalk,true,residential,30,"Sidewalk with a newspaper stand."
14,8,sidewalk,true,residential,30,"Sidewalk with a newspaper stand."
15,6,sidewalk,true,park,31,"A quiet sidewalk lined with trees."
16,6,sidewalk,true,park,31,"You are on a busy sidewalk in front of a shop."
17,6,sidewalk,true,park,31,"Sidewalk with a bike rack and a bench."
15,7,sidewalk,true,park,31,"Sidewalk with a bike rack and a bench."
16,7,building,false,park,31,"A cozy bakery with the smell of fresh bread."
17,7,sidewalk,true,park,31,"Sidewalk with a newspaper stand."
15,8,sidewalk,true,park,31,"Sidewalk with a newspaper stand."
16,8,sidewalk,true,park,31,"You are on a busy sidewalk in front of a shop."
17,8,sidewalk,true,park,31,"Sidewalk with a bike rack and a bench."
18,6,sidewalk,true,park,32,"You are on a busy sidewalk in front of a shop."
19,6,sidewalk,true,park,32,"You are on a busy sidewalk in front of a shop."
20,6,sidewalk,true,park,32,"You are on a busy sidewalk in front of a shop."
18,7,sidewalk,true,park,32,"Sidewalk with a newspaper stand."
19,7,building,false,park,32,"A lively coffee shop with people chatting."
20,7,sidewalk,true,park,32,"Sidewalk outside a bustling cafe."
18,8,sidewalk,true,park,32,"You are on a busy sidewalk in front of a shop."
19,8,sidewalk,true,park,32,"Sidewalk with a bike rack and a bench."
20,8,sidewalk,true,park,32,"Sidewalk outside a bustling cafe."
21,6,sidewalk,true,park,33,"Sidewalk with a newspaper stand."
22,6,sidewalk,true,park,33,"Sidewalk with a newspaper stand."
23,6,sidewalk,true,park,33,"You are on a busy sidewalk in front of a shop."
21,7,sidewalk,true,park,33,"You are on a busy sidewalk in front of a shop."
22,7,building,false,park,33,"A quiet office space with large windows."
23,7,sidewalk,true,park,33,"Sidewalk outside a bustling cafe."
21,8,sidewalk,true,park,33,"Sidewalk outside a bustling cafe."
22,8,sidewalk,true,park,33,"A quiet sidewalk lined with trees."
23,8,sidewalk,true,park,33,"A quiet sidewalk lined with trees."
24,6,sidewalk,true,residential,34,"You are on a busy sidewalk in front of a shop."
25,6,sidewalk,true,residential,34,"Sidewalk outside a bustling cafe."
26,6,sidewalk,true,residential,34,"You are on a busy sidewalk in front of a shop."
24,7,sidewalk,true,residential,34,"Sidewalk outside a bustling cafe."
25,7,building,false,residential,34,"A cozy bakery with the smell of fresh bread."
26,7,sidewalk,true,residential,34,"A quiet sidewalk lined with trees."
24,8,sidewalk,true,residential,34,"Sidewalk with a bike rack and a bench."
25,8,sidewalk,true,residential,34,"Sidewalk with a bike rack and a bench."
26,8,sidewalk,true,residential,34,"A quiet sidewalk lined with trees."
27,6,sidewalk,true,residential,35,"You are on a busy sidewalk in front of a shop."
28,6,sidewalk,true,residential,35,"You are on a busy sidewalk in front of a shop."
29,6,sidewalk,true,residential,35,"Sidewalk outside a bustling cafe."
27,7,sidewalk,true,residential,35,"Sidewalk with a bike rack and a bench."
28,7,building,false,residential,35,"A cozy bakery with the smell of fresh bread."
29,7,sidewalk,true,residential,35,"Sidewalk outside a bustling cafe."
27,8,sidewalk,true,residential,35,"A quiet sidewalk lined with trees."
28,8,sidewalk,true,residential,35,"Sidewalk with a bike rack and a bench."
29,8,sidewalk,true,residential,35,"Sidewalk with a newspaper stand."
30,6,sidewalk,true,residential,36,"You are on a busy sidewalk in front of a shop."
31,6,sidewalk,true,residential,36,"A quiet sidewalk lined with trees."
32,6,sidewalk,true,residential,36,"Sidewalk outside a bustling cafe."
30,7,sidewalk,true,residential,36,"A quiet sidewalk lined with trees."
31,7,building,false,residential,36,"A small grocery store packed with goods."
32,7,sidewalk,true,residential,36,"You are on a busy sidewalk in front of a shop."
30,8,sidewalk,true,residential,36,"Sidewalk outside a bustling cafe."
31,8,sidewalk,true,residential,36,"Sidewalk with a newspaper stand."
32,8,sidewalk,true,residential,36,"Sidewalk outside a bustling cafe."
33,6,sidewalk,true,residential,37,"Sidewalk with a bike rack and a bench."
34,6,sidewalk,true,residential,37,"Sidewalk with a bike rack and a bench."
35,6,sidewalk,true,residential,37,"You are on a busy sidewalk in front of a shop."
33,7,sidewalk,true,residential,37,"Sidewalk outside a bustling cafe."
34,7,building,false,residential,37,"A cozy bakery with the smell of fresh bread."
35,7,sidewalk,true,residential,37,"Sidewalk with a newspaper stand."
33,8,sidewalk,true,residential,37,"Sidewalk with a newspaper stand."
34,8,sidewalk,true,residential,37,"A quiet sidewalk lined with trees."
35,8,sidewalk,true,residential,37,"Sidewalk outside a bustling cafe."
36,6,sidewalk,true,industrial,38,"You are on a busy sidewalk in front of a shop."
37,6,sidewalk,true,industrial,38,"Sidewalk with a newspaper stand."
38,6,sidewalk,true,industrial,38,"Sidewalk with a newspaper stand."
36,7,sidewalk,true,industrial,38,"A quiet sidewalk lined with trees."
37,7,building,false,industrial,38,"A quiet office space with large windows."
38,7,sidewalk,true,industrial,38,"Sidewalk outside a bustling cafe."
36,8,sidewalk,true,industrial,38,"A quiet sidewalk lined with trees."
37,8,sidewalk,true,industrial,38,"Sidewalk with a newspaper stand."
38,8,sidewalk,true,industrial,38,"You are on a busy sidewalk in front of a shop."
0,9,sidewalk,true,industrial,39,"A quiet sidewalk lined with trees."
1,9,sidewalk,true,industrial,39,"Sidewalk with a bike rack and a bench."
2,9,sidewalk,true,industrial,39,"Sidewalk outside a bustling cafe."
0,10,sidewalk,true,industrial,39,"Sidewalk with a bike rack and a bench."
1,10,building,false,industrial,39,"You are inside a bustling apartment building."
2,10,sidewalk,true,industrial,39,"Sidewalk with a bike rack and a bench."
0,11,sidewalk,true,industrial,39,"Sidewalk with a bike rack and a bench."
1,11,sidewalk,true,industrial,39,"A quiet sidewalk lined with trees."
2,11,sidewalk,true,industrial,39,"You are on a busy sidewalk in front of a shop."
3,9,sidewalk,true,park,40,"You are on a busy sidewalk in front of a shop."
4,9,sidewalk,true,park,40,"You are on a busy sidewalk in front of a shop."
5,9,sidewalk,true,park,40,"A quiet sidewalk lined with trees."
3,10,sidewalk,true,park,40,"Sidewalk outside a bustling cafe."
4,10,building,false,park,40,"A cozy bakery with the smell of fresh bread."
5,10,sidewalk,true,park,40,"Sidewalk with a bike rack and a bench."
3,11,sidewalk,true,park,40,"Sidewalk with a bike rack and a bench."
4,11,sidewalk,true,park,40,"A quiet sidewalk lined with trees."
5,11,sidewalk,true,park,40,"Sidewalk outside a bustling cafe."
6,9,sidewalk,true,residential,41,"Sidewalk with a newspaper stand."
7,9,sidewalk,true,residential,41,"A quiet sidewalk lined with trees."
8,9,sidewalk,true,residential,41,"Sidewalk outside a bustling cafe."
6,10,sidewalk,true,residential,41,"Sidewalk with a bike rack and a bench."
7,10,building,false,residential,41,"A cozy bakery with the smell of fresh bread."
8,10,sidewalk,true,residential,41,"Sidewalk outside a bustling cafe."
6,11,sidewalk,true,residential,41,"Sidewalk with a newspaper stand."
7,11,sidewalk,true,residential,41,"Sidewalk with a bike rack and a bench."
8,11,sidewalk,true,residential,41,"A quiet sidewalk lined with trees."
9,9,sidewalk,true,residential,42,"You are on a busy sidewalk in front of a shop."
10,9,sidewalk,true,residential,42,"You are on a busy sidewalk in front of a shop."
11,9,sidewalk,true,residential,42,"Sidewalk with a bike rack and a bench."
9,10,sidewalk,true,residential,42,"You are on a busy sidewalk in front of a shop."
10,10,building,false,residential,42,"A cozy bakery with the smell of fresh bread."
11,10,sidewalk,true,residential,42,"Sidewalk outside a bustling cafe."
9,11,sidewalk,true,residential,42,"A quiet sidewalk lined with trees."
10,11,sidewalk,true,residential,42,"Sidewalk outside a bustling cafe."
11,11,sidewalk,true,residential,42,"Sidewalk outside a bustling cafe."
12,9,sidewalk,true,civic,43,"Sidewalk with a bike rack and a bench."
13,9,sidewalk,true,civic,43,"Sidewalk with a bike rack and a bench."
14,9,sidewalk,true,civic,43,"Sidewalk with a newspaper stand."
12,10,sidewalk,true,civic,43,"You are on a busy sidewalk in front of a shop."
13,10,building,false,civic,43,"A quiet office space with large windows."
14,10,sidewalk,true,civic,43,"You are on a busy sidewalk in front of a shop."
12,11,sidewalk,true,civic,43,"Sidewalk with a newspaper stand."
13,11,sidewalk,true,civic,43,"Sidewalk with a newspaper stand."
